id,text,locale,geography,provenance_type,real_participant,eligible_for_real_heldout,source_id,expected_operation,phenomenon,safety_expectation,expected,notes
EXT-0091,[NOMBRE_A] todavía debe lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_UNL_RECEIVABLES,NONE,STATE_VS_EVENT,NO_NEW_OPERATION,{},
EXT-0092,gasté 6 en transporte,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,EXPENSE,BUSINESS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 6, ""category"": ""transport""}",
EXT-0093,di 12 unidads de naranja por 12 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""naranja"", ""quantity"": 12, ""unit"": ""unidad"", ""unit_price"": 12}",
EXT-0094,me llevó 6 libras y me dio 10,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,IMPLICIT_PRODUCT_AND_TOTAL,NEEDS_CONTEXT,{},
EXT-0095,saqué 2 para la casa,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,NONE,OWNER_WITHDRAWAL_SCHEMA_GAP,OUT_OF_SCOPE_OR_CONFIRM,{},
EXT-0096,vendí cinco y una quedó fiada,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,COMPOUND_OPERATION,NUMERIC_COORDINATION_CINCO_Y_UNA,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0097,vendí 3 libras de arroz en 8,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,SALE,PRICE_TOTAL_AMBIGUITY,NEEDS_CONFIRMATION,{},
EXT-0098,vendí 3 libras de fréjol en 5,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,PRICE_TOTAL_AMBIGUITY,NEEDS_CONFIRMATION,{},
EXT-0099,vendí 12 libras de pollo a 1.5 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""pollo"", ""quantity"": 12, ""unit"": ""libra"", ""unit_price"": 1.5}",
EXT-0100,[CLIENTE] todavía debe lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_PRIMICIAS_CASERITA_2025,NONE,STATE_VS_EVENT,NO_NEW_OPERATION,{},
EXT-0101,[NOMBRE_B] todavía debe lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,NONE,STATE_VS_EVENT,NO_NEW_OPERATION,{},
EXT-0102,pagué 8 por traer la mercadería,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,EXPENSE,LOGISTICS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 8, ""category"": ""logistics""}",
EXT-0103,me quedan 1 unidads de naranja,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_10AGOSTO_2023,STOCK_ADJUSTMENT,EXPLICIT_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""naranja"", ""quantity"": 1, ""unit"": ""unidad""}",
EXT-0104,vendí todo lo que quedaba de cebolla,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,IMPLICIT_QUANTITY_FROM_STOCK,NEEDS_CONTEXT,{},
EXT-0105,hazle descuento en mote,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,NONE,PROMOTION_NEGOTIATION,OUT_OF_CORE_OR_CONFIRM,{},
EXT-0106,vendí todo lo que quedaba de pantalón,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,IMPLICIT_QUANTITY_FROM_STOCK,NEEDS_CONTEXT,{},
EXT-0107,vendí cinco y una quedó fiada,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,COMPOUND_OPERATION,NUMERIC_COORDINATION_CINCO_Y_UNA,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0108,se fueron 6 unidads a 8,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,IMPLICIT_PRODUCT,NEEDS_CONTEXT,{},
EXT-0109,ya no queda jugo,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,STOCK_ADJUSTMENT,ZERO_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""jugo"", ""quantity"": 0}",
EXT-0110,de los 60 que debía me dejó 30,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,PAYMENT_RECEIVED,ARITHMETIC_DEBT_REFERENCE,NEEDS_CONTEXT,"{""amount"": 30}",
EXT-0111,gasté 12 en transporte,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,EXPENSE,BUSINESS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 12, ""category"": ""transport""}",
EXT-0112,me quedan 10 libras de fréjol,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,STOCK_ADJUSTMENT,EXPLICIT_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""fréjol"", ""quantity"": 10, ""unit"": ""libra""}",
EXT-0113,me pagó todo lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,PAYMENT_RECEIVED,IMPLICIT_CUSTOMER_AMOUNT_TEMPORAL,NEEDS_CONTEXT,{},
EXT-0114,hoy hice como 40,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,NONE,APPROXIMATE_DAILY_CLOSE,DO_NOT_CREATE_EXACT_FINANCIAL_OPERATION,{},
EXT-0115,cobré 30 y compré mercadería por 28,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,COMPOUND_OPERATION,COMPOUND_PAYMENT_PURCHASE,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0116,me llevó 10 unidads y me dio 12,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,SALE,IMPLICIT_PRODUCT_AND_TOTAL,NEEDS_CONTEXT,{},
EXT-0117,se fueron 3 libras a 5,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,IMPLICIT_PRODUCT,NEEDS_CONTEXT,{},
EXT-0118,pagué 12 por traer la mercadería,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,EXPENSE,LOGISTICS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 12, ""category"": ""logistics""}",
EXT-0119,se fueron 8 libras de arroz a 8 la libra,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""arroz"", ""quantity"": 8, ""unit"": ""libra"", ""unit_price"": 8}",
EXT-0120,ya no queda papa,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,STOCK_ADJUSTMENT,ZERO_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""papa"", ""quantity"": 0}",
EXT-0121,se fueron 10 unidads de aguacate a 1.25 la unidad,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""aguacate"", ""quantity"": 10, ""unit"": ""unidad"", ""unit_price"": 1.25}",
EXT-0122,me quedan 8 vasos,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_10AGOSTO_2023,STOCK_ADJUSTMENT,IMPLICIT_PRODUCT,NEEDS_CONTEXT,{},
EXT-0123,hoy hice como 40,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,NONE,APPROXIMATE_DAILY_CLOSE,DO_NOT_CREATE_EXACT_FINANCIAL_OPERATION,{},
EXT-0124,vendí todo lo que quedaba de queso,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,IMPLICIT_QUANTITY_FROM_STOCK,NEEDS_CONTEXT,{},
EXT-0125,se fueron 5 libras a 8,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,IMPLICIT_PRODUCT,NEEDS_CONTEXT,{},
EXT-0126,salieron 1 pars de zapato a 10,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""zapato"", ""quantity"": 1, ""unit"": ""par"", ""unit_price"": 10}",
EXT-0127,vendí todo lo que quedaba de manzana,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,IMPLICIT_QUANTITY_FROM_STOCK,NEEDS_CONTEXT,{},
EXT-0128,cobré 12 y compré mercadería por 7,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,COMPOUND_OPERATION,COMPOUND_PAYMENT_PURCHASE,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0129,me entraron 10 y gasté 5 en fundas,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,COMPOUND_OPERATION,COMPOUND_INCOME_EXPENSE,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0130,vendí 3 libras de papa a 12 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""papa"", ""quantity"": 3, ""unit"": ""libra"", ""unit_price"": 12}",
EXT-0131,di 2 unidads de manzana por 10 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""manzana"", ""quantity"": 2, ""unit"": ""unidad"", ""unit_price"": 10}",
EXT-0132,saqué 10 para la casa,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,NONE,OWNER_WITHDRAWAL_SCHEMA_GAP,OUT_OF_SCOPE_OR_CONFIRM,{},
EXT-0133,saqué 5 para la casa,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,NONE,OWNER_WITHDRAWAL_SCHEMA_GAP,OUT_OF_SCOPE_OR_CONFIRM,{},
EXT-0134,me quedan 10 unidads de camiseta,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_12ABRIL_2024,STOCK_ADJUSTMENT,EXPLICIT_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""camiseta"", ""quantity"": 10, ""unit"": ""unidad""}",
EXT-0135,vendí cinco y una quedó fiada,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,COMPOUND_OPERATION,NUMERIC_COORDINATION_CINCO_Y_UNA,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0136,gasté 15 en transporte,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,EXPENSE,BUSINESS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 15, ""category"": ""transport""}",
EXT-0137,hoy hice como 20,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,NONE,APPROXIMATE_DAILY_CLOSE,DO_NOT_CREATE_EXACT_FINANCIAL_OPERATION,{},
EXT-0138,vendí todo lo que quedaba de arroz,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,IMPLICIT_QUANTITY_FROM_STOCK,NEEDS_CONTEXT,{},
EXT-0139,puse 3 de mi plata para completar,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,NONE,OWNER_CONTRIBUTION_SCHEMA_GAP,OUT_OF_SCOPE_OR_CONFIRM,{},
EXT-0140,me quedan 2 libras de carne,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_10AGOSTO_2023,STOCK_ADJUSTMENT,EXPLICIT_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""carne"", ""quantity"": 2, ""unit"": ""libra""}",
EXT-0141,vendí 10 libras de fréjol a 2.5 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""fréjol"", ""quantity"": 10, ""unit"": ""libra"", ""unit_price"": 2.5}",
EXT-0142,vendí todo lo que quedaba de naranja,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,IMPLICIT_QUANTITY_FROM_STOCK,NEEDS_CONTEXT,{},
EXT-0143,vendí cinco y una quedó fiada,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,COMPOUND_OPERATION,NUMERIC_COORDINATION_CINCO_Y_UNA,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0144,di 10 libras de papa por 2.5 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""papa"", ""quantity"": 10, ""unit"": ""libra"", ""unit_price"": 2.5}",
EXT-0145,di 3 unidads de naranja por 5 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""naranja"", ""quantity"": 3, ""unit"": ""unidad"", ""unit_price"": 5}",
EXT-0146,bájale un poquito el precio,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,NONE,PROMOTION_NEGOTIATION,OUT_OF_CORE_OR_CONFIRM,{},
EXT-0147,vendí 3 unidads de naranja a 1.5 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""naranja"", ""quantity"": 3, ""unit"": ""unidad"", ""unit_price"": 1.5}",
EXT-0148,gasté 12 en transporte,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,EXPENSE,BUSINESS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 12, ""category"": ""transport""}",
EXT-0149,se fueron 8 libras de tomate a 0.75 la libra,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""tomate"", ""quantity"": 8, ""unit"": ""libra"", ""unit_price"": 0.75}",
EXT-0150,[CLIENTE] llevó 10 y dejó 7,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,COMPOUND_OPERATION,COMPOUND_SALE_PARTIAL_PAYMENT,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0151,se fueron 3 libras de fréjol a 5 la libra,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""fréjol"", ""quantity"": 3, ""unit"": ""libra"", ""unit_price"": 5}",
EXT-0152,gasté 4 en transporte,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,EXPENSE,BUSINESS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 4, ""category"": ""transport""}",
EXT-0153,gasté 15 en transporte,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,EXPENSE,BUSINESS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 15, ""category"": ""transport""}",
EXT-0154,se fueron 5 libras a 5,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,IMPLICIT_PRODUCT,NEEDS_CONTEXT,{},
EXT-0155,me pagó todo lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_PRIMICIAS_CASERITA_2025,PAYMENT_RECEIVED,IMPLICIT_CUSTOMER_AMOUNT_TEMPORAL,NEEDS_CONTEXT,{},
EXT-0156,1 unidads de queso a 1.5 cada una,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""queso"", ""quantity"": 1, ""unit"": ""unidad"", ""unit_price"": 1.5}",
EXT-0157,ya no queda camiseta,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,STOCK_ADJUSTMENT,ZERO_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""camiseta"", ""quantity"": 0}",
EXT-0158,vendí 4 unidads de pantalón a 1.25 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""pantalón"", ""quantity"": 4, ""unit"": ""unidad"", ""unit_price"": 1.25}",
EXT-0159,di 12 pars de zapato por 12 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""zapato"", ""quantity"": 12, ""unit"": ""par"", ""unit_price"": 12}",
EXT-0160,vendí 12 libras de tomate a 1.5 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""tomate"", ""quantity"": 12, ""unit"": ""libra"", ""unit_price"": 1.5}",
EXT-0161,[NOMBRE_A] todavía debe lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,NONE,STATE_VS_EVENT,NO_NEW_OPERATION,{},
EXT-0162,[NOMBRE_A] me abonó 15,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_PRIMICIAS_CASERITA_2025,PAYMENT_RECEIVED,PARTIAL_PAYMENT,NEEDS_CONTEXT,"{""customer"": ""[NOMBRE_A]"", ""amount"": 15}",
EXT-0163,me pagó todo lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_UNL_RECEIVABLES,PAYMENT_RECEIVED,IMPLICIT_CUSTOMER_AMOUNT_TEMPORAL,NEEDS_CONTEXT,{},
EXT-0164,ya no queda carne,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,STOCK_ADJUSTMENT,ZERO_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""carne"", ""quantity"": 0}",
EXT-0165,cobré 8 y compré mercadería por 6,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,COMPOUND_OPERATION,COMPOUND_PAYMENT_PURCHASE,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0166,vendí 3 unidads de camiseta y una quedó fiada,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,COMPOUND_OPERATION,COMPOUND_SALE_RECEIVABLE_NUMERIC_COORDINATION,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0167,cobré 5 y compré mercadería por 3,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,COMPOUND_OPERATION,COMPOUND_PAYMENT_PURCHASE,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0168,salieron 1 unidads de aguacate a 12,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""aguacate"", ""quantity"": 1, ""unit"": ""unidad"", ""unit_price"": 12}",
EXT-0169,[NOMBRE_A] me abonó 8,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,PAYMENT_RECEIVED,PARTIAL_PAYMENT,NEEDS_CONTEXT,"{""customer"": ""[NOMBRE_A]"", ""amount"": 8}",
EXT-0170,puse 12 de mi plata para completar,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,NONE,OWNER_CONTRIBUTION_SCHEMA_GAP,OUT_OF_SCOPE_OR_CONFIRM,{},
EXT-0171,[CLIENTE] quedó debiendo 10,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_PRIMICIAS_CASERITA_2025,RECEIVABLE,NEW_RECEIVABLE,PROPOSE_OR_CONFIRM,"{""customer"": ""[CLIENTE]"", ""amount"": 10}",
EXT-0172,llévele una más de yapa,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,NONE,PROMOTION_NEGOTIATION,OUT_OF_CORE_OR_CONFIRM,{},
EXT-0173,hoy no hice ni 80,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,NONE,APPROXIMATE_DAILY_CLOSE,DO_NOT_CREATE_EXACT_FINANCIAL_OPERATION,{},
EXT-0174,8 fundas de mote a 5 cada una,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""mote"", ""quantity"": 8, ""unit"": ""funda"", ""unit_price"": 5}",
EXT-0175,me quedan 12 libras de papa,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_10AGOSTO_2023,STOCK_ADJUSTMENT,EXPLICIT_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""papa"", ""quantity"": 12, ""unit"": ""libra""}",
EXT-0176,[NOMBRE_A] todavía debe lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,NONE,STATE_VS_EVENT,NO_NEW_OPERATION,{},
EXT-0177,ya no queda naranja,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_10AGOSTO_2023,STOCK_ADJUSTMENT,ZERO_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""naranja"", ""quantity"": 0}",
EXT-0178,vendí todo lo que quedaba de jugo,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,SALE,IMPLICIT_QUANTITY_FROM_STOCK,NEEDS_CONTEXT,{},
EXT-0179,di 1 fundas de mote por 1 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""mote"", ""quantity"": 1, ""unit"": ""funda"", ""unit_price"": 1}",
EXT-0180,hoy no hice ni 100,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,NONE,APPROXIMATE_DAILY_CLOSE,DO_NOT_CREATE_EXACT_FINANCIAL_OPERATION,{},
EXT-0181,di 10 libras de tomate por 3 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""tomate"", ""quantity"": 10, ""unit"": ""libra"", ""unit_price"": 3}",
EXT-0182,me quedan 1 unidads,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,STOCK_ADJUSTMENT,IMPLICIT_PRODUCT,NEEDS_CONTEXT,{},
